ID;LATITUDE;LONGITUDE;Mun/UF;MUNICIPIO;UF;Valor
1132;-3,26;-44,62;ANAJATUBA - MA;ANAJATUBA;MA;131049,5288
1133;-3,67;-43,11;ANAPURUS - MA;ANAPURUS;MA;63010,00999
1134;-1,46;-45,1;APICUM-ACU - MA;APICUM-ACU;MA;73009,32357
1135;-2,95;-45,66;ARAGUANA - MA;ARAGUANA;MA;65747,54388
1136;-2,89;-41,9;ARAIOSES - MA;ARAIOSES;MA;231711,123
1137;-4,73;-45,9;ARAME - MA;ARAME;MA;181095,0777
1138;-3,45;-44,78;ARARI - MA;ARARI;MA;160632,9035
1139;-2,83;-44,05;AXIXA - MA;AXIXA;MA;61565,15777
1140;-4,22;-44,78;BACABAL - MA;BACABAL;MA;559709,6193
1141;-2,97;-44,31;BACABEIRA - MA;BACABEIRA;MA;66534,21263
1142;-1,7;-45,13;BACURI - MA;BACURI;MA;70527,68926
1143;-2,7;-44,73;BACURITUBA - MA;BACURITUBA;MA;28043,26045
1144;-7,53;-46,03;BALSAS - MA;BALSAS;MA;315239,3045
1145;-6,75;-43,02;BARAO DE GRAJAU - MA;BARAO DE GRAJAU;MA;90065,53797
1146;-5,5;-45,24;BARRA DO CORDA - MA;BARRA DO CORDA;MA;446311,5238
1147;-2,74;-42,82;BARREIRINHAS - MA;BARREIRINHAS;MA;199570,3116
1148;-3,73;-45,31;BELA VISTA DO MARANHAO - MA;BELA VISTA DO MARANHAO;MA;50166,0462
1149;-3,15;-43,51;BELAGUA - MA;BELAGUA;MA;40389,77784
1150;-7,22;-44,55;BENEDITO LEITE - MA;BENEDITO LEITE;MA;38840,80047
1151;-2,44;-44,78;BEQUIMAO - MA;BEQUIMAO;MA;127688,4237
1152;-4,58;-44,76;BERNARDO DO MEARIM - MA;BERNARDO DO MEARIM;MA;27487,22101
1153;-1,78;-46,3;BOA VISTA DO GURUPI - MA;BOA VISTA DO GURUPI;MA;25014,81825
1154;-3,56;-45,99;BOM JARDIM - MA;BOM JARDIM;MA;224725,9779
1155;-4,42;-46,76;BOM JESUS DAS SELVAS - MA;BOM JESUS DAS SELVAS;MA;90761,04143
1156;-4,22;-45,03;BOM LUGAR - MA;BOM LUGAR;MA;60289,7667
1157;-3,68;-42,75;BREJO - MA;BREJO;MA;153862,1051
1158;-4,08;-45,49;BREJO DE AREIA - MA;BREJO DE AREIA;MA;67445,94881
1159;-3,94;-42,92;BURITI - MA;BURITI;MA;161143,3469
1160;-5,83;-43,83;BURITI BRAVO - MA;BURITI BRAVO;MA;143232,7825
1161;-4,34;-46,4;BURITICUPU - MA;BURITICUPU;MA;191900,6429
1162;-5,59;-47,01;BURITIRANA - MA;BURITIRANA;MA;68972,43683
1163;-2,92;-44,05;CACHOEIRA GRANDE - MA;CACHOEIRA GRANDE;MA;41051,89542
1164;-2,88;-44,67;CAJAPIO - MA;CAJAPIO;MA;57571,7159
1165;-3,32;-45,01;CAJARI - MA;CAJARI;MA;103727,8683
1166;-6,17;-47,36;CAMPESTRE DO MARANHAO - MA;CAMPESTRE DO MARANHAO;MA;58243,0708
1167;-1,44;-45,71;CANDIDO MENDES - MA;CANDIDO MENDES;MA;94542,75349
1168;-3,63;-44,37;CANTANHEDE - MA;CANTANHEDE;MA;91237,8964
1169;-4,72;-44,32;CAPINZAL DO NORTE - MA;CAPINZAL DO NORTE;MA;66002,21464
1170;-7,33;-47,46;CAROLINA - MA;CAROLINA;MA;171349,7754
1171;-1,19;-46,02;CARUTAPERA - MA;CARUTAPERA;MA;105659,2069
1172;-4,85;-43,35;CAXIAS - MA;CAXIAS;MA;864104,0664
1173;-2;-44,53;CEDRAL - MA;CEDRAL;MA;52784,87942
1174;-2,19;-44,82;CENTRAL DO MARANHAO - MA;CENTRAL DO MARANHAO;MA;33404,68956
1175;-2,36;-46;CENTRO DO GUILHERME - MA;CENTRO DO GUILHERME;MA;37649,901
1176;-2,1;-46,12;CENTRO NOVO DO MARANHAO - MA;CENTRO NOVO DO MARANHAO;MA;82519,8064
1177;-3,74;-43,36;CHAPADINHA - MA;CHAPADINHA;MA;409039,0349
1178;-5,17;-47,78;CIDELANDIA - MA;CIDELANDIA;MA;65903,86149
1179;-4,45;-43,88;CODO - MA;CODO;MA;672322,763
1180;-4,25;-43,01;COELHO NETO - MA;COELHO NETO;MA;289417,291
1181;-6,02;-44,24;COLINAS - MA;COLINAS;MA;190526,526
1182;-3,83;-44,89;CONCEICAO DO LAGO-ACU - MA;CONCEICAO DO LAGO-ACU;MA;87022,49989
1183;-4,13;-44,12;COROATA - MA;COROATA;MA;316810,9285
1184;-1,82;-44,86;CURURUPU - MA;CURURUPU;MA;164576,7228
1185;-5,55;-47,42;DAVINOPOLIS - MA;DAVINOPOLIS;MA;84934,65831
1186;-5,03;-44,43;DOM PEDRO - MA;DOM PEDRO;MA;136591,6787
1187;-4,15;-42,94;DUQUE BACELAR - MA;DUQUE BACELAR;MA;53529,06026
1188;-4,88;-44,68;ESPERANTINOPOLIS - MA;ESPERANTINOPOLIS;MA;114289,7603
1189;-6,56;-47,45;ESTREITO - MA;ESTREITO;MA;132176,7102
1190;-6,96;-46,68;FEIRA NOVA DO MARANHAO - MA;FEIRA NOVA DO MARANHAO;MA;48632,58041
1191;-6,15;-44,89;FERNANDO FALCAO - MA;FERNANDO FALCAO;MA;28860,32774
1192;-6,43;-46,19;FORMOSA DA SERRA NEGRA - MA;FORMOSA DA SERRA NEGRA;MA;55864,46504
1193;-6,96;-46,17;FORTALEZA DOS NOGUEIRAS - MA;FORTALEZA DOS NOGUEIRAS;MA;64634,36332
1194;-5,73;-44,15;FORTUNA - MA;FORTUNA;MA;99949,78518
1195;-1,4;-45,78;GODOFREDO VIANA - MA;GODOFREDO VIANA;MA;53905,52373
1196;-5,15;-44,29;GONCALVES DIAS - MA;GONCALVES DIAS;MA;103510,0706
1197;-5,02;-44,27;GOVERNADOR ARCHER - MA;GOVERNADOR ARCHER;MA;59717,00472
1198;-5,74;-47,36;GOVERNADOR EDISON LOBAO - MA;GOVERNADOR EDISON LOBAO;MA;50108,78032
1199;-5,32;-44,24;GOVERNADOR EUGENIO BARROS - MA;GOVERNADOR EUGENIO BARROS;MA;81098,02171
1200;-5,46;-44,07;GOVERNADOR LUIZ ROCHA - MA;GOVERNADOR LUIZ ROCHA;MA;49604,76221
1201;-3,42;-45,67;GOVERNADOR NEWTON BELLO - MA;GOVERNADOR NEWTON BELLO;MA;74091,56439
1202;-2,12;-45,88;GOVERNADOR NUNES FREIRE - MA;GOVERNADOR NUNES FREIRE;MA;125336,9717
1203;-5,41;-44,33;GRACA ARANHA - MA;GRACA ARANHA;MA;39110,01484
1204;-5,81;-46,13;GRAJAU - MA;GRAJAU;MA;250769,3998
1205;-2,13;-44,6;GUIMARAES - MA;GUIMARAES;MA;83812,34518
1206;-2,59;-43,46;HUMBERTO DE CAMPOS - MA;HUMBERTO DE CAMPOS;MA;116612,513
1207;-2,77;-44,06;ICATU - MA;ICATU;MA;128825,33
1208;-3,66;-45,22;IGARAPE DO MEIO - MA;IGARAPE DO MEIO;MA;56967,14171
1209;-4,58;-44,85;IGARAPE GRANDE - MA;IGARAPE GRANDE;MA;70052,87428
1210;-5,52;-47,47;IMPERATRIZ - MA;IMPERATRIZ;MA;1360369,047
1211;-5,14;-45,79;ITAIPAVA DO GRAJAU - MA;ITAIPAVA DO GRAJAU;MA;53715,90398
1212;-3,39;-44,35;ITAPECURU MIRIM - MA;ITAPECURU MIRIM;MA;323343,5016
1213;-4,45;-47,52;ITINGA DO MARANHAO - MA;ITINGA DO MARANHAO;MA;116809,7106
1214;-5,81;-44,22;JATOBA - MA;JATOBA;MA;43855,61925
1215;-5,37;-45,63;JENIPAPO DOS VIEIRAS - MA;JENIPAPO DOS VIEIRAS;MA;55296,32798
1216;-5,44;-47,4;JOAO LISBOA - MA;JOAO LISBOA;MA;142625,1657
1217;-4,96;-44,7;JOSELANDIA - MA;JOSELANDIA;MA;88479,26642
1218;-1,84;-46,09;JUNCO DO MARANHAO - MA;JUNCO DO MARANHAO;MA;35539,4615
1219;-4,28;-45,24;LAGO DA PEDRA - MA;LAGO DA PEDRA;MA;261410,9163
1220;-4,44;-44,93;LAGO DO JUNCO - MA;LAGO DO JUNCO;MA;58154,2558
1221;-4,49;-44,89;LAGO DOS RODRIGUES - MA;LAGO DOS RODRIGUES;MA;51051,32542
1222;-3,95;-44,82;LAGO VERDE - MA;LAGO VERDE;MA;81301,42911
1223;-6,04;-43,52;LAGOA DO MATO - MA;LAGOA DO MATO;MA;55157,05354
1224;-4,81;-45,33;LAGOA GRANDE DO MARANHAO - MA;LAGOA GRANDE DO MARANHAO;MA;58004,38619
1225;-6,18;-47,03;LAJEADO NOVO - MA;LAJEADO NOVO;MA;31794,96305
1226;-4,52;-44,46;LIMA CAMPOS - MA;LIMA CAMPOS;MA;74743,63781
1227;-7,08;-45,14;LORETO - MA;LORETO;MA;64503,10441
1228;-1,26;-45,87;LUIS DOMINGUES - MA;LUIS DOMINGUES;MA;44316,49873
1229;-3,39;-42,2;MAGALHAES DE ALMEIDA - MA;MAGALHAES DE ALMEIDA;MA;80441,46495
1230;-2,04;-45,95;MARACACUME - MA;MARACACUME;MA;82213,91138
1231;-4,59;-45,57;MARAJA DO SENA - MA;MARAJA DO SENA;MA;48055,06304
1232;-2,31;-45,84;MARANHAOZINHO - MA;MARANHAOZINHO;MA;46827,91872
1233;-3,62;-43,11;MATA ROMA - MA;MATA ROMA;MA;73442,64234
1234;-3,1;-45,03;MATINHA - MA;MATINHA;MA;107431,9953
1235;-5,51;-43,19;MATOES - MA;MATOES;MA;156814,0575
1236;-3,63;-44,55;MATOES DO NORTE - MA;MATOES DO NORTE;MA;36566,24319
1237;-3,58;-42,6;MILAGRES DO MARANHAO - MA;MILAGRES DO MARANHAO;MA;40235,42913
1238;-6,37;-44,36;MIRADOR - MA;MIRADOR;MA;111860,9686
1239;-3,56;-44,58;MIRANDA DO NORTE - MA;MIRANDA DO NORTE;MA;100794,2376
1240;-2,06;-44,78;MIRINZAL - MA;MIRINZAL;MA;87909,8379
1241;-3,49;-45,25;MONCAO - MA;MONCAO;MA;149235,7665
1242;-5,83;-47,06;MONTES ALTOS - MA;MONTES ALTOS;MA;66504,53643
1243;-2,86;-44,03;MORROS - MA;MORROS;MA;85540,64492
1244;-3,46;-43,9;NINA RODRIGUES - MA;NINA RODRIGUES;MA;46677,18984
1245;-7,11;-46,25;NOVA COLINAS - MA;NOVA COLINAS;MA;22288,05168
1246;-6,73;-44,04;NOVA IORQUE - MA;NOVA IORQUE;MA;28416,06783
1247;-2,84;-45,69;NOVA OLINDA DO MARANHAO - MA;NOVA OLINDA DO MARANHAO;MA;105460,2348
1248;-3,94;-45,11;OLHO D'AGUA DAS CUNHAS - MA;OLHO D'AGUA DAS CUNHAS;MA;113009,8337
1249;-2,99;-44,99;OLINDA NOVA DO MARANHAO - MA;OLINDA NOVA DO MARANHAO;MA;73321,2227
1250;-2,53;-44,1;PACO DO LUMIAR - MA;PACO DO LUMIAR;MA;381665,6554
1251;-2,64;-44,89;PALMEIRANDIA - MA;PALMEIRANDIA;MA;106903,7838
1252;-6,43;-43,98;PARAIBANO - MA;PARAIBANO;MA;112777,9722
1253;-5,68;-43,09;PARNARAMA - MA;PARNARAMA;MA;197284,152
1254;-6,18;-43,78;PASSAGEM FRANCA - MA;PASSAGEM FRANCA;MA;105795,8427
1255;-6,6;-44,07;PASTOS BONS - MA;PASTOS BONS;MA;89502,74898
1256;-2,71;-42,53;PAULINO NEVES - MA;PAULINO NEVES;MA;67789,61886
1257;-4,18;-45,2;PAULO RAMOS - MA;PAULO RAMOS;MA;128190,4182
1258;-4,56;-44,59;PEDREIRAS - MA;PEDREIRAS;MA;255861,2176
1259;-2,97;-45,34;PEDRO DO ROSARIO - MA;PEDRO DO ROSARIO;MA;67540,52484
1260;-3,29;-45,17;PENALVA - MA;PENALVA;MA;190140,8053
1261;-2,57;-44,85;PERI MIRIM - MA;PERI MIRIM;MA;109741,1276
1262;-4,38;-44,33;PERITORO - MA;PERITORO;MA;94811,54314
1263;-3,6;-45,34;PINDARE MIRIM - MA;PINDARE MIRIM;MA;174435,3209
1264;-2,52;-45,08;PINHEIRO - MA;PINHEIRO;MA;396378,1902
1265;-3,87;-45,28;PIO XII - MA;PIO XII;MA;143730,9119
1266;-3,72;-44,22;PIRAPEMAS - MA;PIRAPEMAS;MA;150440,5465
1267;-4,67;-44,89;POCAO DE PEDRAS - MA;POCAO DE PEDRAS;MA;142289,8526
1268;-6,33;-47,39;PORTO FRANCO - MA;PORTO FRANCO;MA;96410,77862
1269;-1,89;-44,6;PORTO RICO DO MARANHAO - MA;PORTO RICO DO MARANHAO;MA;43844,03506
1270;-5,29;-44,49;PRESIDENTE DUTRA - MA;PRESIDENTE DUTRA;MA;238497,4059
1271;-2,92;-44,06;PRESIDENTE JUSCELINO - MA;PRESIDENTE JUSCELINO;MA;50654,83882
1272;-2,38;-45,82;PRESIDENTE MEDICI - MA;PRESIDENTE MEDICI;MA;32497,09418
1273;-2,59;-45,36;PRESIDENTE SARNEY - MA;PRESIDENTE SARNEY;MA;80100,04547
1274;-3,4;-44,02;PRESIDENTE VARGAS - MA;PRESIDENTE VARGAS;MA;56934,76161
1275;-2,51;-43,43;PRIMEIRA CRUZ - MA;PRIMEIRA CRUZ;MA;60109,63634
1276;-2,42;-44,1;RAPOSA - MA;RAPOSA;MA;91781,35404
1277;-7,36;-46,61;RIACHAO - MA;RIACHAO;MA;121366,115
1278;-5,93;-47,38;RIBAMAR FIQUENE - MA;RIBAMAR FIQUENE;MA;36445,73667
1279;-2,93;-44,23;ROSARIO - MA;ROSARIO;MA;196134,631
1280;-7,14;-45,34;SAMBAIBA - MA;SAMBAIBA;MA;36500,60637
1281;-5,5;-44,56;SANTA FILOMENA DO MARANHAO - MA;SANTA FILOMENA DO MARANHAO;MA;21826,26924
1282;-2,23;-45,3;SANTA HELENA - MA;SANTA HELENA;MA;182194,4336
1283;-3,66;-45,38;SANTA INES - MA;SANTA INES;MA;432842,6532
1284;-4,06;-45,69;SANTA LUZIA - MA;SANTA LUZIA;MA;356287,768
1285;-2,62;-45,77;SANTA LUZIA DO PARUA - MA;SANTA LUZIA DO PARUA;MA;138836,9811
1286;-3,51;-42,54;SANTA QUITERIA DO MARANHAO - MA;SANTA QUITERIA DO MARANHAO;MA;118399,1787
1287;-3,14;-44,32;SANTA RITA - MA;SANTA RITA;MA;128719,8343
1288;-3,11;-42,41;SANTANA DO MARANHAO - MA;SANTANA DO MARANHAO;MA;45659,34324
1289;-2,5;-43,25;SANTO AMARO DO MARANHAO - MA;SANTO AMARO DO MARANHAO;MA;59229,08079
1290;-4,86;-44,36;SANTO ANTONIO DOS LOPES - MA;SANTO ANTONIO DOS LOPES;MA;100318,3288
1291;-3,33;-43,52;SAO BENEDITO DO RIO PRETO - MA;SAO BENEDITO DO RIO PRETO;MA;92237,95536
1292;-2,69;-44,82;SAO BENTO - MA;SAO BENTO;MA;208942,0324
1293;-3,36;-42,41;SAO BERNARDO - MA;SAO BERNARDO;MA;128406,2752
1294;-6,81;-44,64;SAO DOMINGOS DO AZEITAO - MA;SAO DOMINGOS DO AZEITAO;MA;30516,46133
1295;-5,57;-44,38;SAO DOMINGOS DO MARANHAO - MA;SAO DOMINGOS DO MARANHAO;MA;212402,5662
1296;-7,08;-44,81;SAO FELIX DE BALSAS - MA;SAO FELIX DE BALSAS;MA;36274,70856
1297;-5,12;-47,38;SAO FRANCISCO DO BREJAO - MA;SAO FRANCISCO DO BREJAO;MA;40212,14388
1298;-6,25;-42,85;SAO FRANCISCO DO MARANHAO - MA;SAO FRANCISCO DO MARANHAO;MA;84388,61075
1299;-2,95;-44,8;SAO JOAO BATISTA - MA;SAO JOAO BATISTA;MA;120301,1537
1300;-3,55;-46,25;SAO JOAO DO CARU - MA;SAO JOAO DO CARU;MA;79228,55527
1301;-6,46;-47,05;SAO JOAO DO PARAISO - MA;SAO JOAO DO PARAISO;MA;53986,83144
1302;-5,11;-43,81;SAO JOAO DO SOTER - MA;SAO JOAO DO SOTER;MA;78391,7502
1303;-6,49;-43,7;SAO JOAO DOS PATOS - MA;SAO JOAO DOS PATOS;MA;150505,5287
1304;-2,56;-44,05;SAO JOSE DE RIBAMAR - MA;SAO JOSE DE RIBAMAR;MA;580118,9878
1305;-5,05;-44,58;SAO JOSE DOS BASILIOS - MA;SAO JOSE DOS BASILIOS;MA;46781,78171
1306;-2,53;-44,3;SAO LUIS - MA;SAO LUIS;MA;780833
1307;-4,38;-44,67;SAO LUIS GONZAGA DO MARANHAO - MA;SAO LUIS GONZAGA DO MARANHAO;MA;163496,6147
1308;-4,04;-44,47;SAO MATEUS DO MARANHAO - MA;SAO MATEUS DO MARANHAO;MA;213429,4401
1309;-5,08;-48,42;SAO PEDRO DA AGUA BRANCA - MA;SAO PEDRO DA AGUA BRANCA;MA;68571,12033
1310;-6,82;-46,53;SAO PEDRO DOS CRENTES - MA;SAO PEDRO DOS CRENTES;MA;24735,36165
1311;-7,02;-45,48;SAO RAIMUNDO DAS MANGABEIRAS - MA;SAO RAIMUNDO DAS MANGABEIRAS;MA;93582,08645
1312;-5,1;-45,07;SAO RAIMUNDO DO DOCA BEZERRA - MA;SAO RAIMUNDO DO DOCA BEZERRA;MA;39239,79782
1313;-5,02;-44,99;SAO ROBERTO - MA;SAO ROBERTO;MA;23201,93035
1314;-2,89;-44,88;SAO VICENTE FERRER - MA;SAO VICENTE FERRER;MA;106296,498
1315;-3,84;-45,16;SATUBINHA - MA;SATUBINHA;MA;46428,83413
1316;-5,25;-44,05;SENADOR ALEXANDRE COSTA - MA;SENADOR ALEXANDRE COSTA;MA;60479,01467
1317;-5,44;-47,29;SENADOR LA ROCQUE - MA;SENADOR LA ROCQUE;MA;108913,7706
1318;-1,85;-45,12;SERRANO DO MARANHAO - MA;SERRANO DO MARANHAO;MA;101151,9001
1319;-5,87;-46,69;SITIO NOVO - MA;SITIO NOVO;MA;106724,5914
1320;-6,47;-44,19;SUCUPIRA DO NORTE - MA;SUCUPIRA DO NORTE;MA;66968,6065
1321;-6,41;-43,54;SUCUPIRA DO RIACHAO - MA;SUCUPIRA DO RIACHAO;MA;24719,8131
1322;-8,47;-45,74;TASSO FRAGOSO - MA;TASSO FRAGOSO;MA;43221,91352
1323;-4,25;-43,94;TIMBIRAS - MA;TIMBIRAS;MA;162388,6836
1324;-5,09;-42,83;TIMON - MA;TIMON;MA;763281,3188
1325;-4,53;-44,62;TRIZIDELA DO VALE - MA;TRIZIDELA DO VALE;MA;104239,1352
1326;-3,72;-45,55;TUFILANDIA - MA;TUFILANDIA;MA;36432,6158
1327;-5,25;-44,64;TUNTUM - MA;TUNTUM;MA;219225,1741
1328;-1,66;-45,37;TURIACU - MA;TURIACU;MA;173898,4045
1329;-2,2;-45,34;TURILANDIA - MA;TURILANDIA;MA;115394,9979
1330;-2,76;-42,27;TUTOIA - MA;TUTOIA;MA;258256,2889
1331;-3,2;-43,4;URBANO SANTOS - MA;URBANO SANTOS;MA;130320,67
1332;-3,54;-43,91;VARGEM GRANDE - MA;VARGEM GRANDE;MA;211926,9165
1333;-3,22;-45;VIANA - MA;VIANA;MA;282863,3705
1334;-4,98;-47,99;VILA NOVA DOS MARTIRIOS - MA;VILA NOVA DOS MARTIRIOS;MA;38960,09273
1335;-3,46;-44,87;VITORIA DO MEARIM - MA;VITORIA DO MEARIM;MA;158898,1653
1336;-4,04;-45,23;VITORINO FREIRE - MA;VITORINO FREIRE;MA;213518,3706
1337;-3,24;-45,82;ZE DOCA - MA;ZE DOCA;MA;273551,347
1338;-18,48;-47,4;ABADIA DOS DOURADOS - MG;ABADIA DOS DOURADOS;MG;41512,31592
1339;-19,16;-45,44;ABAETE - MG;ABAETE;MG;150474,9162
1340;-20,3;-42,47;ABRE CAMPO - MG;ABRE CAMPO;MG;83373,44219
1341;-20,36;-43,14;ACAIACA - MG;ACAIACA;MG;25204,85832
1342;-19,07;-42,54;ACUCENA - MG;ACUCENA;MG;72034,50419
1343;-17,99;-42,38;AGUA BOA - MG;AGUA BOA;MG;102601,8189
1344;-20,05;-48,1;AGUA COMPRIDA - MG;AGUA COMPRIDA;MG;12822,62306
1345;-20,94;-45,39;AGUANIL - MG;AGUANIL;MG;22182,12238
1346;-17,08;-40,93;AGUAS FORMOSAS - MG;AGUAS FORMOSAS;MG;120393,597
1347;-15,74;-41,46;AGUAS VERMELHAS - MG;AGUAS VERMELHAS;MG;73549,21293
1348;-19,49;-41,06;AIMORES - MG;AIMORES;MG;160150,0227
1349;-21,97;-44,6;AIURUOCA - MG;AIURUOCA;MG;41988,62885
1350;-22,17;-44,64;ALAGOA - MG;ALAGOA;MG;17004,58987
1351;-22,2;-46,61;ALBERTINA - MG;ALBERTINA;MG;17508,70691
1352;-21,88;-42,7;ALEM PARAIBA - MG;ALEM PARAIBA;MG;213344,4195
1353;-21,42;-45,94;ALFENAS - MG;ALFENAS;MG;360852,191
1354;-21,14;-43,77;ALFREDO VASCONCELOS - MG;ALFREDO VASCONCELOS;MG;31529,14516
1355;-16,18;-40,69;ALMENARA - MG;ALMENARA;MG;215765,8001
1356;-18,97;-41,97;ALPERCATA - MG;ALPERCATA;MG;41742,57163
1357;-20,86;-46,38;ALPINOPOLIS - MG;ALPINOPOLIS;MG;94984,08189
1358;-21,24;-46,14;ALTEROSA - MG;ALTEROSA;MG;85652,2827
1359;-20,52;-41,89;ALTO CAPARAO - MG;ALTO CAPARAO;MG;23635,21964
1360;-20,42;-41,96;ALTO JEQUITIBA - MG;ALTO JEQUITIBA;MG;51367,04083
1361;-21,02;-43,41;ALTO RIO DOCE - MG;ALTO RIO DOCE;MG;80435,40902
1362;-19,41;-41,72;ALVARENGA - MG;ALVARENGA;MG;35093,32024
1363;-20,1;-43,04;ALVINOPOLIS - MG;ALVINOPOLIS;MG;97104,28491
1364;-18,73;-43,36;ALVORADA DE MINAS - MG;ALVORADA DE MINAS;MG;24537,01588
1365;-20,5;-42,8;AMPARO DO SERRA - MG;AMPARO DO SERRA;MG;38107,53501
1366;-22,06;-46,56;ANDRADAS - MG;ANDRADAS;MG;202776,7559
1367;-21,74;-44,3;ANDRELANDIA - MG;ANDRELANDIA;MG;77529,14258
1368;-17,6;-42,16;ANGELANDIA - MG;ANGELANDIA;MG;35522,86558
1369;-21,31;-43,74;ANTONIO CARLOS - MG;ANTONIO CARLOS;MG;71060,05926
1370;-19,65;-42,87;ANTONIO DIAS - MG;ANTONIO DIAS;MG;63607,49392
1371;-21,01;-42,1;ANTONIO PRADO DE MINAS - MG;ANTONIO PRADO DE MINAS;MG;12356,2713
1372;-19,19;-44,24;ARACAI - MG;ARACAI;MG;13014,53721
1373;-21,34;-43,37;ARACITABA - MG;ARACITABA;MG;15892,74594
1374;-16,85;-42,07;ARACUAI - MG;ARACUAI;MG;215713,5902
1375;-18,64;-48,18;ARAGUARI - MG;ARAGUARI;MG;616219,0053
1376;-21,91;-44,25;ARANTINA - MG;ARANTINA;MG;19471,36051
1377;-20,66;-42,52;ARAPONGA - MG;ARAPONGA;MG;47100,73267
1378;-18,43;-49,18;ARAPORA - MG;ARAPORA;MG;30830,25363
1379;-19,03;-46,15;ARAPUA - MG;ARAPUA;MG;18842,88369
1380;-19,94;-45,16;ARAUJOS - MG;ARAUJOS;MG;36289,01396
1381;-19,59;-46,94;ARAXA - MG;ARAXA;MG;494223,0229
1382;-21,36;-46,94;ARCEBURGO - MG;ARCEBURGO;MG;46840,37667
1383;-20,28;-45,53;ARCOS - MG;ARCOS;MG;195665,1006
1384;-21,35;-46,14;AREADO - MG;AREADO;MG;77040,82875
1385;-21,61;-42,83;ARGIRITA - MG;ARGIRITA;MG;19265,21859
1386;-17,86;-42,55;ARICANDUVA - MG;ARICANDUVA;MG;26641,6399
1387;-15,91;-46,1;ARINOS - MG;ARINOS;MG;118415,6496
1388;-21,31;-42,86;ASTOLFO DUTRA - MG;ASTOLFO DUTRA;MG;71848,01793
1389;-18,04;-41,11;ATALEIA - MG;ATALEIA;MG;105407,4526
1390;-18,1;-44,26;AUGUSTO DE LIMA - MG;AUGUSTO DE LIMA;MG;32521,52348
1391;-21,95;-44,89;BAEPENDI - MG;BAEPENDI;MG;112030,5883
1392;-19,28;-43,95;BALDIM - MG;BALDIM;MG;47803,68532
1393;-20;-45,97;BAMBUI - MG;BAMBUI;MG;132340,1864
1394;-15,88;-40,55;BANDEIRA - MG;BANDEIRA;MG;34827,6349
1395;-21,72;-46,38;BANDEIRA DO SUL - MG;BANDEIRA DO SUL;MG;28948,1302
1396;-19,94;-43,48;BARAO DE COCAIS - MG;BARAO DE COCAIS;MG;142959,7095
1397;-21,24;-42,23;BARAO DE MONTE ALTO - MG;BARAO DE MONTE ALTO;MG;38366,98111
1398;-21,22;-43,77;BARBACENA - MG;BARBACENA;MG;673744,5222
1399;-20,28;-43,04;BARRA LONGA - MG;BARRA LONGA;MG;51720,45075
1400;-21,18;-43,97;BARROSO - MG;BARROSO;MG;120878,7211
1401;-19,83;-43,09;BELA VISTA DE MINAS - MG;BELA VISTA DE MINAS;MG;62232,65089
1402;-21,94;-43,41;BELMIRO BRAGA - MG;BELMIRO BRAGA;MG;22062,11769
1403;-19,81;-43,95;BELO HORIZONTE - MG;BELO HORIZONTE;MG;2091448
1404;-19,22;-42,48;BELO ORIENTE - MG;BELO ORIENTE;MG;115478,8916
1405;-20,4;-44,02;BELO VALE - MG;BELO VALE;MG;44963,95963
1406;-16,95;-42,46;BERILO - MG;BERILO;MG;81338,60286
1407;-15,61;-41,74;BERIZAL - MG;BERIZAL;MG;20124,82
1408;-17,06;-40,57;BERTOPOLIS - MG;BERTOPOLIS;MG;25671,22838
1409;-19,96;-44,19;BETIM - MG;BETIM;MG;1612890,393
1410;-21,6;-43,75;BIAS FORTES - MG;BIAS FORTES;MG;31426,55109
1411;-21,72;-43,05;BICAS - MG;BICAS;MG;74523,08915
1412;-18,78;-45,5;BIQUINHAS - MG;BIQUINHAS;MG;19789,49902
1413;-21,09;-45,56;BOA ESPERANCA - MG;BOA ESPERANCA;MG;226682,8712
1414;-22,16;-44,39;BOCAINA DE MINAS - MG;BOCAINA DE MINAS;MG;34946,0139
1415;-17,1;-43,81;BOCAIUVA - MG;BOCAIUVA;MG;257152,8661
1416;-19,73;-45,25;BOM DESPACHO - MG;BOM DESPACHO;MG;247598,9393
1417;-21,94;-44,19;BOM JARDIM DE MINAS - MG;BOM JARDIM DE MINAS;MG;44135,57765
1418;-21,01;-46,52;BOM JESUS DA PENHA - MG;BOM JESUS DA PENHA;MG;21947,68327
1419;-19,7;-43,47;BOM JESUS DO AMPARO - MG;BOM JESUS DO AMPARO;MG;30414,12424
1420;-19,82;-42,31;BOM JESUS DO GALHO - MG;BOM JESUS DO GALHO;MG;109030,5204
1421;-22,47;-46,14;BOM REPOUSO - MG;BOM REPOUSO;MG;73222,75503
1422;-21,03;-44,75;BOM SUCESSO - MG;BOM SUCESSO;MG;108357,7423
1423;-20,32;-44,23;BONFIM - MG;BONFIM;MG;46532,29375
1424;-16,56;-45,99;BONFINOPOLIS DE MINAS - MG;BONFINOPOLIS DE MINAS;MG;46010,58216
1425;-15,32;-44,75;BONITO DE MINAS - MG;BONITO DE MINAS;MG;49354,65398
1426;-22,27;-46,16;BORDA DA MATA - MG;BORDA DA MATA;MG;78634,99547
1427;-21,63;-46,39;BOTELHOS - MG;BOTELHOS;MG;101301,3461
1428;-16,87;-43,01;BOTUMIRIM - MG;BOTUMIRIM;MG;40928,50176
1429;-20,92;-43,24;BRAS PIRES - MG;BRAS PIRES;MG;36407,69108
